create_time,update_time_1,update_time_2,update_time_3,update_time_4,update_time_5,update_time_6,update_time_7,update_time_8,update_time_9,update_time_10,is_leaf,is_LW,LW_NUM,NW_NUM
1,21,20,19,18,17,16,15,14,13,12,1,0,0,21
